budget_mb,target_duration_sec,actual_duration_sec,exploration_probe_count,probes_per_second,node_count,edge_count,graph_python_bytes,graph_serialized_bytes,host_rss_delta_kb,device_mem_available_delta_kb,rollback_success_count,rollback_failure_count
0.01,2.0,2.2108547687530518,0,0.0,1,0,3401,592,6608,-14164,0,0
