budget_mb,target_duration_sec,actual_duration_sec,exploration_probe_count,probes_per_second,node_count,edge_count,graph_python_bytes,graph_serialized_bytes,host_rss_delta_kb,device_mem_available_delta_kb,rollback_success_count,rollback_failure_count
0.0,30.0,36.92936301231384,3,0.09994457378146614,4,3,22519,6785,26832,-31748,3,0
